url	ns	type	id	code	name	description	source	level	segment	segmentCode	family	familyCode	class	classCode	parent	hierarchy
https://napcs.org.ai/Service/LodgesOrResorts	napcs.org.ai	Service	LodgesOrResorts	90111502	Lodges or resorts		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Hotels and motels and inns	90111500		
https://napcs.org.ai/Service/BedAndBreakfastInns	napcs.org.ai	Service	BedAndBreakfastInns	90111503	Bed and breakfast inns		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Hotels and motels and inns	90111500		
https://napcs.org.ai/Service/ConferenceCenters	napcs.org.ai	Service	ConferenceCenters	90111601	Conference centers		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Meeting facilities	90111600		
https://napcs.org.ai/Service/VideoconferencingFacilities	napcs.org.ai	Service	VideoconferencingFacilities	90111602	Videoconferencing facilities		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Meeting facilities	90111600		
https://napcs.org.ai/Service/MeetingOrBanquetRooms	napcs.org.ai	Service	MeetingOrBanquetRooms	90111603	Meeting or banquet rooms		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Meeting facilities	90111600		
https://napcs.org.ai/Service/Marquees	napcs.org.ai	Service	Marquees	90111604	Marquees		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Meeting facilities	90111600		
https://napcs.org.ai/Service/MealsAndPersonalExpense	napcs.org.ai	Service	MealsAndPersonalExpense	90111605	Meals and personal expense	A expense includes the cost of meals, airfare, lodging, transport services, taxis, buses or train to the airport or to and around the travel destination, dry cleaning service for clothes, cost of business calls during business travel away from home, cost of computer rental and other communications devices while on the business trip etc.	UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Meeting facilities	90111600		
https://napcs.org.ai/Service/Campsites	napcs.org.ai	Service	Campsites	90111701	Campsites		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Camping and wilderness facilities	90111700		
https://napcs.org.ai/Service/GovernmentOwnedParks	napcs.org.ai	Service	GovernmentOwnedParks	90111702	Government owned parks		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Camping and wilderness facilities	90111700		
https://napcs.org.ai/Service/RecreationalVehicleCampsiteFacilities	napcs.org.ai	Service	RecreationalVehicleCampsiteFacilities	90111703	Recreational vehicle campsite facilities		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Camping and wilderness facilities	90111700		
https://napcs.org.ai/Service/SingleRoom	napcs.org.ai	Service	SingleRoom	90111801	Single room		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Hotel rooms	90111800		
https://napcs.org.ai/Service/DoubleRoom	napcs.org.ai	Service	DoubleRoom	90111802	Double room		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Hotel rooms	90111800		
https://napcs.org.ai/Service/Suite	napcs.org.ai	Service	Suite	90111803	Suite		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Hotels and lodging and meeting facilities	90110000	Hotel rooms	90111800		
https://napcs.org.ai/Service/TravelAgencies	napcs.org.ai	Service	TravelAgencies	90121502	Travel agencies		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Travel facilitation	90120000	Travel agents	90121500		
https://napcs.org.ai/Service/AreaOrTourGuides	napcs.org.ai	Service	AreaOrTourGuides	90121701	Area or tour guides		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Travel facilitation	90120000	Guides and interpreters	90121700		
https://napcs.org.ai/Service/Interpreters	napcs.org.ai	Service	Interpreters	90121702	Interpreters		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Travel facilitation	90120000	Guides and interpreters	90121700		
https://napcs.org.ai/Service/EmergencyTravelAgentAssistance	napcs.org.ai	Service	EmergencyTravelAgentAssistance	90121801	Emergency travel agent assistance	Urgent travel agent service ourtside of normal business hours and/or leadtimes	UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Travel facilitation	90120000	Emergency travel assistance services	90121800		
https://napcs.org.ai/Service/TheatricalPerformancesOrPlays	napcs.org.ai	Service	TheatricalPerformancesOrPlays	90131501	Theatrical performances or plays		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Live performances	90131500		
https://napcs.org.ai/Service/DancePerformances	napcs.org.ai	Service	DancePerformances	90131502	Dance performances		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Live performances	90131500		
https://napcs.org.ai/Service/Opera	napcs.org.ai	Service	Opera	90131503	Opera		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Live performances	90131500		
https://napcs.org.ai/Service/Concerts	napcs.org.ai	Service	Concerts	90131504	Concerts		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Live performances	90131500		
https://napcs.org.ai/Service/MotionPictures	napcs.org.ai	Service	MotionPictures	90131601	Motion pictures		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Taped or motion picture performances	90131600		
https://napcs.org.ai/Service/VideotapedEntertainment	napcs.org.ai	Service	VideotapedEntertainment	90131602	Videotaped entertainment		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Performing arts	90130000	Taped or motion picture performances	90131600		
https://napcs.org.ai/Service/LeaguePlay	napcs.org.ai	Service	LeaguePlay	90141501	League play		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Professional sporting events	90141500		
https://napcs.org.ai/Service/CompetitiveEvents	napcs.org.ai	Service	CompetitiveEvents	90141502	Competitive events		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Professional sporting events	90141500		
https://napcs.org.ai/Service/Exhibitions	napcs.org.ai	Service	Exhibitions	90141503	Exhibitions		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Professional sporting events	90141500		
https://napcs.org.ai/Service/CompanySponsoredProfessionalSportsEvents	napcs.org.ai	Service	CompanySponsoredProfessionalSportsEvents	90141601	Company sponsored professional sports events		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Sports event promotion and sponsorship	90141600		
https://napcs.org.ai/Service/CompanySponsoredAmateurSportsEvents	napcs.org.ai	Service	CompanySponsoredAmateurSportsEvents	90141602	Company sponsored amateur sports events		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Sports event promotion and sponsorship	90141600		
https://napcs.org.ai/Service/YouthCompetitiveSportsLeagues	napcs.org.ai	Service	YouthCompetitiveSportsLeagues	90141701	Youth competitive sports leagues		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Amateur and recreational sports	90141700		
https://napcs.org.ai/Service/AdultSportsLeagues	napcs.org.ai	Service	AdultSportsLeagues	90141702	Adult sports leagues		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Amateur and recreational sports	90141700		
https://napcs.org.ai/Service/YouthSports	napcs.org.ai	Service	YouthSports	90141703	Youth sports		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Commercial sports	90140000	Amateur and recreational sports	90141700		
https://napcs.org.ai/Service/HistoricalOrCulturalSites	napcs.org.ai	Service	HistoricalOrCulturalSites	90151502	Historical or cultural sites		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Tourist attractions	90151500		
https://napcs.org.ai/Service/ZoologicalGardenOrZoo	napcs.org.ai	Service	ZoologicalGardenOrZoo	90151503	Zoological garden or zoo	A place where exotic animals, birds, reptiles and insects are housed and maintained for the intent of public perusal.	UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Tourist attractions	90151500		
https://napcs.org.ai/Service/Circuses	napcs.org.ai	Service	Circuses	90151601	Circuses		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Travelling shows	90151600		
https://napcs.org.ai/Service/TouringCompanies	napcs.org.ai	Service	TouringCompanies	90151602	Touring companies		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Travelling shows	90151600		
https://napcs.org.ai/Service/ArtExhibitions	napcs.org.ai	Service	ArtExhibitions	90151603	Art exhibitions		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Travelling shows	90151600		
https://napcs.org.ai/Service/ThemeParks	napcs.org.ai	Service	ThemeParks	90151701	Theme parks		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Amusement parks	90151700		
https://napcs.org.ai/Service/WaterParks	napcs.org.ai	Service	WaterParks	90151702	Water parks		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Amusement parks	90151700		
https://napcs.org.ai/Service/MiniatureGolfCourses	napcs.org.ai	Service	MiniatureGolfCourses	90151703	Miniature golf courses		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Amusement parks	90151700		
https://napcs.org.ai/Service/TravellingCarnivals	napcs.org.ai	Service	TravellingCarnivals	90151801	Travelling carnivals		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Carnivals and fairs	90151800		
https://napcs.org.ai/Service/FairStandsCreationOrConstruction	napcs.org.ai	Service	FairStandsCreationOrConstruction	90151803	Fair stands creation or construction		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Carnivals and fairs	90151800		
https://napcs.org.ai/Service/Casinos	napcs.org.ai	Service	Casinos	90151901	Casinos		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Gambling and betting establishments	90151900		
https://napcs.org.ai/Service/CardClubs	napcs.org.ai	Service	CardClubs	90151902	Card clubs		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Gambling and betting establishments	90151900		
https://napcs.org.ai/Service/Racetracks	napcs.org.ai	Service	Racetracks	90151903	Racetracks		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Gambling and betting establishments	90151900		
https://napcs.org.ai/Service/Nightclubs	napcs.org.ai	Service	Nightclubs	90152001	Nightclubs		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Nightclubs and dance halls	90152000		
https://napcs.org.ai/Service/DanceHalls	napcs.org.ai	Service	DanceHalls	90152002	Dance halls		UNSPSC	commodity	Travel and Food and Lodging and Entertainment Services	90000000	Entertainment services	90150000	Nightclubs and dance halls	90152000		
https://napcs.org.ai/Service/HealthOrFitnessClubs	napcs.org.ai	Service	HealthOrFitnessClubs	91101501	Health or fitness clubs		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Spa and workout and rejuvenation facilities	91101500		
https://napcs.org.ai/Service/Spas	napcs.org.ai	Service	Spas	91101502	Spas		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Spa and workout and rejuvenation facilities	91101500		
https://napcs.org.ai/Service/AerobicsOrExerciseClasses	napcs.org.ai	Service	AerobicsOrExerciseClasses	91101504	Aerobics or exercise classes		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Spa and workout and rejuvenation facilities	91101500		
https://napcs.org.ai/Service/TurkishOrSteamOrRitualBaths	napcs.org.ai	Service	TurkishOrSteamOrRitualBaths	91101505	Turkish or steam or ritual baths		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Spa and workout and rejuvenation facilities	91101500		
https://napcs.org.ai/Service/FacialOrBodyTreatments	napcs.org.ai	Service	FacialOrBodyTreatments	91101601	Facial or body treatments		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Face and body care and adornment	91101600		
https://napcs.org.ai/Service/MakeUpConsultation	napcs.org.ai	Service	MakeUpConsultation	91101602	Make up consultation		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Face and body care and adornment	91101600		
https://napcs.org.ai/Service/Electrolysis	napcs.org.ai	Service	Electrolysis	91101605	Electrolysis		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Face and body care and adornment	91101600		
https://napcs.org.ai/Service/ColorConsultant	napcs.org.ai	Service	ColorConsultant	91101901	Color consultant		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Fashion consultants	91101900		
https://napcs.org.ai/Service/FashionStylist	napcs.org.ai	Service	FashionStylist	91101902	Fashion stylist		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Fashion consultants	91101900		
https://napcs.org.ai/Service/WardrobeConsultant	napcs.org.ai	Service	WardrobeConsultant	91101903	Wardrobe consultant		UNSPSC	commodity	Personal and Domestic Services	91000000	Personal appearance	91100000	Fashion consultants	91101900		
https://napcs.org.ai/Service/BarterClubsOrConsortiums	napcs.org.ai	Service	BarterClubsOrConsortiums	91111702	Barter clubs or consortiums		UNSPSC	commodity	Personal and Domestic Services	91000000	Domestic and personal assistance	91110000	Consumer buying and bartering services	91111700		
https://napcs.org.ai/Service/CheckRoomConcessions	napcs.org.ai	Service	CheckRoomConcessions	91111802	Check room concessions		UNSPSC	commodity	Personal and Domestic Services	91000000	Domestic and personal assistance	91110000	Personal item care and storage	91111800		
https://napcs.org.ai/Service/FurStorage	napcs.org.ai	Service	FurStorage	91111804	Fur storage		UNSPSC	commodity	Personal and Domestic Services	91000000	Domestic and personal assistance	91110000	Personal item care and storage	91111800		
https://napcs.org.ai/Service/SpecialWeaponsAndTacticsSwatOrRiotTeams	napcs.org.ai	Service	SpecialWeaponsAndTacticsSwatOrRiotTeams	92101502	Special weapons and tactics SWAT or riot teams		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Police services	92101500		
https://napcs.org.ai/Service/CommunityOutreachPrograms	napcs.org.ai	Service	CommunityOutreachPrograms	92101503	Community outreach programs		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Police services	92101500		
https://napcs.org.ai/Service/CrimeDeterrencePrograms	napcs.org.ai	Service	CrimeDeterrencePrograms	92101504	Crime deterrence programs		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Police services	92101500		
https://napcs.org.ai/Service/MentallyImpairedCriminalFacilities	napcs.org.ai	Service	MentallyImpairedCriminalFacilities	92101704	Mentally impaired criminal facilities		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Jail and prison system	92101700		
https://napcs.org.ai/Service/PleaBargainAgreements	napcs.org.ai	Service	PleaBargainAgreements	92101802	Plea bargain agreements		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Court system	92101800		
https://napcs.org.ai/Service/CivilCaseCourtExpenses	napcs.org.ai	Service	CivilCaseCourtExpenses	92101803	Civil case court expenses		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Court system	92101800		
https://napcs.org.ai/Service/CriminalCaseFeesOrFines	napcs.org.ai	Service	CriminalCaseFeesOrFines	92101804	Criminal case fees or fines		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Court system	92101800		
https://napcs.org.ai/Service/AppealsProcessOrJudicialReview	napcs.org.ai	Service	AppealsProcessOrJudicialReview	92101805	Appeals process or judicial review		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Court system	92101800		
https://napcs.org.ai/Service/SearchAndRescueTeams	napcs.org.ai	Service	SearchAndRescueTeams	92101901	Search and rescue teams		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Public order and safety	92100000	Rescue services	92101900		
https://napcs.org.ai/Service/DisputeMediationOrConciliationOrNegotiationOrSettlement	napcs.org.ai	Service	DisputeMediationOrConciliationOrNegotiationOrSettlement	92111501	Dispute mediation or conciliation or negotiation or settlement		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/PeaceKeepingOperations	napcs.org.ai	Service	PeaceKeepingOperations	92111502	Peace keeping operations		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/CeaseFireAgreementsOrTruceSupervision	napcs.org.ai	Service	CeaseFireAgreementsOrTruceSupervision	92111503	Cease fire agreements or truce supervision		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/FactFindingMissions	napcs.org.ai	Service	FactFindingMissions	92111504	Fact finding missions		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/WarPreventionStrategies	napcs.org.ai	Service	WarPreventionStrategies	92111505	War prevention strategies		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/Counterterrorism	napcs.org.ai	Service	Counterterrorism	92111506	Counterterrorism		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/Embargoes	napcs.org.ai	Service	Embargoes	92111507	Embargoes		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Maintenance of international peace and security	92111500		
https://napcs.org.ai/Service/ArmsLimitations	napcs.org.ai	Service	ArmsLimitations	92111601	Arms limitations		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/ConventionalArmsDisarmament	napcs.org.ai	Service	ConventionalArmsDisarmament	92111602	Conventional arms disarmament		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/NuclearFreezesOrDisarmament	napcs.org.ai	Service	NuclearFreezesOrDisarmament	92111603	Nuclear freezes or disarmament		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/WeaponsDestruction	napcs.org.ai	Service	WeaponsDestruction	92111604	Weapons destruction		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/DisarmamentNegotiationsOrAgreements	napcs.org.ai	Service	DisarmamentNegotiationsOrAgreements	92111605	Disarmament negotiations or agreements		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/MutualOrBalancedForceReductions	napcs.org.ai	Service	MutualOrBalancedForceReductions	92111606	Mutual or balanced force reductions		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/LandmineProhibitionActionAndExplosiveRemnantsOfWarAdvocacy	napcs.org.ai	Service	LandmineProhibitionActionAndExplosiveRemnantsOfWarAdvocacy	92111616	Landmine prohibition action and explosive remnants of war advocacy	Engaging in dialogue with stakeholders to cease the use of landmines and to create humanitarian spaces where humanitarian mine action activities can take place;  influence on the armed actors which are using antipersonnel mines to advocate for the prohibition on the use of landmines; Develop mine-awareness materials on comprehensive mine action to reduce the impact of antipersonnel mines and explosive remnants of war, to be shared with affected communities and civil society.	UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Disarmament	92111600		
https://napcs.org.ai/Service/MilitaryHistory	napcs.org.ai	Service	MilitaryHistory	92111701	Military history		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/ConventionalWeaponsUsage	napcs.org.ai	Service	ConventionalWeaponsUsage	92111702	Conventional weapons usage		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/ChemicalWeaponsUsage	napcs.org.ai	Service	ChemicalWeaponsUsage	92111703	Chemical weapons usage		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/GuerillaWarfare	napcs.org.ai	Service	GuerillaWarfare	92111704	Guerilla warfare		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/MilitaryStrategy	napcs.org.ai	Service	MilitaryStrategy	92111705	Military strategy		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/AerialManeuvers	napcs.org.ai	Service	AerialManeuvers	92111706	Aerial maneuvers		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/NavalOrSubmarineManeuvers	napcs.org.ai	Service	NavalOrSubmarineManeuvers	92111707	Naval or submarine maneuvers		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/LandManeuvers	napcs.org.ai	Service	LandManeuvers	92111708	Land maneuvers		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/ChemicalWeaponsDestruction	napcs.org.ai	Service	ChemicalWeaponsDestruction	92111717	Chemical weapons destruction	There are two common methods that the United States uses to dispose of chemical warfare Involves destruction of chemical agents and related weapons. The primary method is incineration,[1] where liquid agents are burned in a furnace of temperatures over 2,000 °F (1,093 °C). For chemical agents in delivery vessels (i.e. Mortars, Bombs, Artillery shells, etc.), this is a multi-step process.  Depending on the type of agent to be destroyed,a second method involves neutralization.  Neutralization destroys the chemical agent by mixing it with hot water or hot water and sodium hydroxide.	UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military science and research	92111700		
https://napcs.org.ai/Service/CivilDefense	napcs.org.ai	Service	CivilDefense	92111801	Civil defense		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military personnel and discipline	92111800		
https://napcs.org.ai/Service/MilitaryReservists	napcs.org.ai	Service	MilitaryReservists	92111804	Military reservists		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military personnel and discipline	92111800		
https://napcs.org.ai/Service/Guerrillas	napcs.org.ai	Service	Guerrillas	92111805	Guerrillas		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military personnel and discipline	92111800		
https://napcs.org.ai/Service/Mercenaries	napcs.org.ai	Service	Mercenaries	92111806	Mercenaries		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military personnel and discipline	92111800		
https://napcs.org.ai/Service/Veterans	napcs.org.ai	Service	Veterans	92111807	Veterans		UNSPSC	commodity	Public Order and Security and Safety Services	92000000	Military services and national defense	92110000	Military personnel and discipline	92111800		
