ns	from	to	predicate	reverse
model	qwen/qwen3-vl-235b-a22b-instruct	AIModel	instanceOf	hasInstance
model	qwen/qwen3-vl-235b-a22b-instruct	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-vl-235b-a22b-instruct	VisionModel	hasCapability	capabilityOf
model	qwen/qwen3-max	AIModel	instanceOf	hasInstance
model	qwen/qwen3-max	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-coder-plus	AIModel	instanceOf	hasInstance
model	qwen/qwen3-coder-plus	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-codex	AIModel	instanceOf	hasInstance
model	openai/gpt-5-codex	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-codex	VisionModel	hasCapability	capabilityOf
model	deepseek/deepseek-v3.1-terminus	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-v3.1-terminus	TextModel	hasCapability	capabilityOf
model	deepseek/deepseek-v3.1-terminus:exacto	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-v3.1-terminus:exacto	TextModel	hasCapability	capabilityOf
model	x-ai/grok-4-fast	AIModel	instanceOf	hasInstance
model	x-ai/grok-4-fast	TextModel	hasCapability	capabilityOf
model	x-ai/grok-4-fast	VisionModel	hasCapability	capabilityOf
model	alibaba/tongyi-deepresearch-30b-a3b	AIModel	instanceOf	hasInstance
model	alibaba/tongyi-deepresearch-30b-a3b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-coder-flash	AIModel	instanceOf	hasInstance
model	qwen/qwen3-coder-flash	TextModel	hasCapability	capabilityOf
model	arcee-ai/afm-4.5b	AIModel	instanceOf	hasInstance
model	arcee-ai/afm-4.5b	TextModel	hasCapability	capabilityOf
model	opengvlab/internvl3-78b	AIModel	instanceOf	hasInstance
model	opengvlab/internvl3-78b	TextModel	hasCapability	capabilityOf
model	opengvlab/internvl3-78b	VisionModel	hasCapability	capabilityOf
model	qwen/qwen3-next-80b-a3b-thinking	AIModel	instanceOf	hasInstance
model	qwen/qwen3-next-80b-a3b-thinking	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-next-80b-a3b-instruct	AIModel	instanceOf	hasInstance
model	qwen/qwen3-next-80b-a3b-instruct	TextModel	hasCapability	capabilityOf
model	meituan/longcat-flash-chat	AIModel	instanceOf	hasInstance
model	meituan/longcat-flash-chat	TextModel	hasCapability	capabilityOf
model	qwen/qwen-plus-2025-07-28	AIModel	instanceOf	hasInstance
model	qwen/qwen-plus-2025-07-28	TextModel	hasCapability	capabilityOf
model	qwen/qwen-plus-2025-07-28:thinking	AIModel	instanceOf	hasInstance
model	qwen/qwen-plus-2025-07-28:thinking	TextModel	hasCapability	capabilityOf
model	nvidia/nemotron-nano-9b-v2	AIModel	instanceOf	hasInstance
model	nvidia/nemotron-nano-9b-v2	TextModel	hasCapability	capabilityOf
model	moonshotai/kimi-k2-0905	AIModel	instanceOf	hasInstance
model	moonshotai/kimi-k2-0905	TextModel	hasCapability	capabilityOf
model	moonshotai/kimi-k2-0905:exacto	AIModel	instanceOf	hasInstance
model	moonshotai/kimi-k2-0905:exacto	TextModel	hasCapability	capabilityOf
model	deepcogito/cogito-v2-preview-llama-70b	AIModel	instanceOf	hasInstance
model	deepcogito/cogito-v2-preview-llama-70b	TextModel	hasCapability	capabilityOf
model	deepcogito/cogito-v2-preview-llama-109b-moe	AIModel	instanceOf	hasInstance
model	deepcogito/cogito-v2-preview-llama-109b-moe	TextModel	hasCapability	capabilityOf
model	deepcogito/cogito-v2-preview-llama-109b-moe	VisionModel	hasCapability	capabilityOf
model	deepcogito/cogito-v2-preview-deepseek-671b	AIModel	instanceOf	hasInstance
model	deepcogito/cogito-v2-preview-deepseek-671b	TextModel	hasCapability	capabilityOf
model	stepfun-ai/step3	AIModel	instanceOf	hasInstance
model	stepfun-ai/step3	TextModel	hasCapability	capabilityOf
model	stepfun-ai/step3	VisionModel	hasCapability	capabilityOf
model	qwen/qwen3-30b-a3b-thinking-2507	AIModel	instanceOf	hasInstance
model	qwen/qwen3-30b-a3b-thinking-2507	TextModel	hasCapability	capabilityOf
model	x-ai/grok-code-fast-1	AIModel	instanceOf	hasInstance
model	x-ai/grok-code-fast-1	TextModel	hasCapability	capabilityOf
model	nousresearch/hermes-4-70b	AIModel	instanceOf	hasInstance
model	nousresearch/hermes-4-70b	TextModel	hasCapability	capabilityOf
model	nousresearch/hermes-4-405b	AIModel	instanceOf	hasInstance
model	nousresearch/hermes-4-405b	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash-image-preview	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-flash-image-preview	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash-image-preview	VisionModel	hasCapability	capabilityOf
model	deepseek/deepseek-chat-v3.1	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-chat-v3.1	TextModel	hasCapability	capabilityOf
model	openai/gpt-4o-audio-preview	AIModel	instanceOf	hasInstance
model	openai/gpt-4o-audio-preview	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-medium-3.1	AIModel	instanceOf	hasInstance
model	mistralai/mistral-medium-3.1	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-medium-3.1	VisionModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-21b-a3b	AIModel	instanceOf	hasInstance
model	baidu/ernie-4.5-21b-a3b	TextModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-vl-28b-a3b	AIModel	instanceOf	hasInstance
model	baidu/ernie-4.5-vl-28b-a3b	TextModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-vl-28b-a3b	VisionModel	hasCapability	capabilityOf
model	z-ai/glm-4.5v	AIModel	instanceOf	hasInstance
model	z-ai/glm-4.5v	TextModel	hasCapability	capabilityOf
model	z-ai/glm-4.5v	VisionModel	hasCapability	capabilityOf
model	ai21/jamba-mini-1.7	AIModel	instanceOf	hasInstance
model	ai21/jamba-mini-1.7	TextModel	hasCapability	capabilityOf
model	ai21/jamba-large-1.7	AIModel	instanceOf	hasInstance
model	ai21/jamba-large-1.7	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-chat	AIModel	instanceOf	hasInstance
model	openai/gpt-5-chat	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-chat	VisionModel	hasCapability	capabilityOf
model	openai/gpt-5	AIModel	instanceOf	hasInstance
model	openai/gpt-5	TextModel	hasCapability	capabilityOf
model	openai/gpt-5	VisionModel	hasCapability	capabilityOf
model	openai/gpt-5-mini	AIModel	instanceOf	hasInstance
model	openai/gpt-5-mini	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-mini	VisionModel	hasCapability	capabilityOf
model	openai/gpt-5-nano	AIModel	instanceOf	hasInstance
model	openai/gpt-5-nano	TextModel	hasCapability	capabilityOf
model	openai/gpt-5-nano	VisionModel	hasCapability	capabilityOf
model	openai/gpt-oss-120b	AIModel	instanceOf	hasInstance
model	openai/gpt-oss-120b	TextModel	hasCapability	capabilityOf
model	openai/gpt-oss-120b:exacto	AIModel	instanceOf	hasInstance
model	openai/gpt-oss-120b:exacto	TextModel	hasCapability	capabilityOf
model	openai/gpt-oss-20b	AIModel	instanceOf	hasInstance
model	openai/gpt-oss-20b	TextModel	hasCapability	capabilityOf
model	anthropic/claude-opus-4.1	AIModel	instanceOf	hasInstance
model	anthropic/claude-opus-4.1	TextModel	hasCapability	capabilityOf
model	anthropic/claude-opus-4.1	VisionModel	hasCapability	capabilityOf
model	mistralai/codestral-2508	AIModel	instanceOf	hasInstance
model	mistralai/codestral-2508	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-coder-30b-a3b-instruct	AIModel	instanceOf	hasInstance
model	qwen/qwen3-coder-30b-a3b-instruct	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-30b-a3b-instruct-2507	AIModel	instanceOf	hasInstance
model	qwen/qwen3-30b-a3b-instruct-2507	TextModel	hasCapability	capabilityOf
model	z-ai/glm-4.5	AIModel	instanceOf	hasInstance
model	z-ai/glm-4.5	TextModel	hasCapability	capabilityOf
model	z-ai/glm-4.5-air	AIModel	instanceOf	hasInstance
model	z-ai/glm-4.5-air	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-235b-a22b-thinking-2507	AIModel	instanceOf	hasInstance
model	qwen/qwen3-235b-a22b-thinking-2507	TextModel	hasCapability	capabilityOf
model	z-ai/glm-4-32b	AIModel	instanceOf	hasInstance
model	z-ai/glm-4-32b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-coder	AIModel	instanceOf	hasInstance
model	qwen/qwen3-coder	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-coder:exacto	AIModel	instanceOf	hasInstance
model	qwen/qwen3-coder:exacto	TextModel	hasCapability	capabilityOf
model	bytedance/ui-tars-1.5-7b	AIModel	instanceOf	hasInstance
model	bytedance/ui-tars-1.5-7b	TextModel	hasCapability	capabilityOf
model	bytedance/ui-tars-1.5-7b	VisionModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash-lite	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-flash-lite	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash-lite	VisionModel	hasCapability	capabilityOf
model	qwen/qwen3-235b-a22b-2507	AIModel	instanceOf	hasInstance
model	qwen/qwen3-235b-a22b-2507	TextModel	hasCapability	capabilityOf
model	switchpoint/router	AIModel	instanceOf	hasInstance
model	switchpoint/router	TextModel	hasCapability	capabilityOf
model	moonshotai/kimi-k2	AIModel	instanceOf	hasInstance
model	moonshotai/kimi-k2	TextModel	hasCapability	capabilityOf
model	thudm/glm-4.1v-9b-thinking	AIModel	instanceOf	hasInstance
model	thudm/glm-4.1v-9b-thinking	TextModel	hasCapability	capabilityOf
model	thudm/glm-4.1v-9b-thinking	VisionModel	hasCapability	capabilityOf
model	mistralai/devstral-medium	AIModel	instanceOf	hasInstance
model	mistralai/devstral-medium	TextModel	hasCapability	capabilityOf
model	mistralai/devstral-small	AIModel	instanceOf	hasInstance
model	mistralai/devstral-small	TextModel	hasCapability	capabilityOf
model	cognitivecomputations/dolphin-mistral-24b-venice-edition	AIModel	instanceOf	hasInstance
model	cognitivecomputations/dolphin-mistral-24b-venice-edition	TextModel	hasCapability	capabilityOf
model	x-ai/grok-4	AIModel	instanceOf	hasInstance
model	x-ai/grok-4	TextModel	hasCapability	capabilityOf
model	x-ai/grok-4	VisionModel	hasCapability	capabilityOf
model	google/gemma-3n-e2b-it	AIModel	instanceOf	hasInstance
model	google/gemma-3n-e2b-it	TextModel	hasCapability	capabilityOf
model	tencent/hunyuan-a13b-instruct	AIModel	instanceOf	hasInstance
model	tencent/hunyuan-a13b-instruct	TextModel	hasCapability	capabilityOf
model	tngtech/deepseek-r1t2-chimera	AIModel	instanceOf	hasInstance
model	tngtech/deepseek-r1t2-chimera	TextModel	hasCapability	capabilityOf
model	morph/morph-v3-large	AIModel	instanceOf	hasInstance
model	morph/morph-v3-large	TextModel	hasCapability	capabilityOf
model	morph/morph-v3-fast	AIModel	instanceOf	hasInstance
model	morph/morph-v3-fast	TextModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-vl-424b-a47b	AIModel	instanceOf	hasInstance
model	baidu/ernie-4.5-vl-424b-a47b	TextModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-vl-424b-a47b	VisionModel	hasCapability	capabilityOf
model	baidu/ernie-4.5-300b-a47b	AIModel	instanceOf	hasInstance
model	baidu/ernie-4.5-300b-a47b	TextModel	hasCapability	capabilityOf
model	thedrummer/anubis-70b-v1.1	AIModel	instanceOf	hasInstance
model	thedrummer/anubis-70b-v1.1	TextModel	hasCapability	capabilityOf
model	inception/mercury	AIModel	instanceOf	hasInstance
model	inception/mercury	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-small-3.2-24b-instruct	AIModel	instanceOf	hasInstance
model	mistralai/mistral-small-3.2-24b-instruct	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-small-3.2-24b-instruct	VisionModel	hasCapability	capabilityOf
model	minimax/minimax-m1	AIModel	instanceOf	hasInstance
model	minimax/minimax-m1	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-flash	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-flash	VisionModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-pro	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro	VisionModel	hasCapability	capabilityOf
model	moonshotai/kimi-dev-72b	AIModel	instanceOf	hasInstance
model	moonshotai/kimi-dev-72b	TextModel	hasCapability	capabilityOf
model	openai/o3-pro	AIModel	instanceOf	hasInstance
model	openai/o3-pro	TextModel	hasCapability	capabilityOf
model	openai/o3-pro	VisionModel	hasCapability	capabilityOf
model	x-ai/grok-3-mini	AIModel	instanceOf	hasInstance
model	x-ai/grok-3-mini	TextModel	hasCapability	capabilityOf
model	x-ai/grok-3	AIModel	instanceOf	hasInstance
model	x-ai/grok-3	TextModel	hasCapability	capabilityOf
model	mistralai/magistral-small-2506	AIModel	instanceOf	hasInstance
model	mistralai/magistral-small-2506	TextModel	hasCapability	capabilityOf
model	mistralai/magistral-medium-2506:thinking	AIModel	instanceOf	hasInstance
model	mistralai/magistral-medium-2506:thinking	TextModel	hasCapability	capabilityOf
model	mistralai/magistral-medium-2506	AIModel	instanceOf	hasInstance
model	mistralai/magistral-medium-2506	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro-preview	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-pro-preview	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro-preview	VisionModel	hasCapability	capabilityOf
model	deepseek/deepseek-r1-0528-qwen3-8b	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-r1-0528-qwen3-8b	TextModel	hasCapability	capabilityOf
model	deepseek/deepseek-r1-0528	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-r1-0528	TextModel	hasCapability	capabilityOf
model	anthropic/claude-opus-4	AIModel	instanceOf	hasInstance
model	anthropic/claude-opus-4	TextModel	hasCapability	capabilityOf
model	anthropic/claude-opus-4	VisionModel	hasCapability	capabilityOf
model	anthropic/claude-sonnet-4	AIModel	instanceOf	hasInstance
model	anthropic/claude-sonnet-4	TextModel	hasCapability	capabilityOf
model	anthropic/claude-sonnet-4	VisionModel	hasCapability	capabilityOf
model	mistralai/devstral-small-2505	AIModel	instanceOf	hasInstance
model	mistralai/devstral-small-2505	TextModel	hasCapability	capabilityOf
model	google/gemma-3n-e4b-it	AIModel	instanceOf	hasInstance
model	google/gemma-3n-e4b-it	TextModel	hasCapability	capabilityOf
model	openai/codex-mini	AIModel	instanceOf	hasInstance
model	openai/codex-mini	TextModel	hasCapability	capabilityOf
model	openai/codex-mini	VisionModel	hasCapability	capabilityOf
model	nousresearch/deephermes-3-mistral-24b-preview	AIModel	instanceOf	hasInstance
model	nousresearch/deephermes-3-mistral-24b-preview	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-medium-3	AIModel	instanceOf	hasInstance
model	mistralai/mistral-medium-3	TextModel	hasCapability	capabilityOf
model	mistralai/mistral-medium-3	VisionModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro-preview-05-06	AIModel	instanceOf	hasInstance
model	google/gemini-2.5-pro-preview-05-06	TextModel	hasCapability	capabilityOf
model	google/gemini-2.5-pro-preview-05-06	VisionModel	hasCapability	capabilityOf
model	arcee-ai/spotlight	AIModel	instanceOf	hasInstance
model	arcee-ai/spotlight	TextModel	hasCapability	capabilityOf
model	arcee-ai/spotlight	VisionModel	hasCapability	capabilityOf
model	arcee-ai/maestro-reasoning	AIModel	instanceOf	hasInstance
model	arcee-ai/maestro-reasoning	TextModel	hasCapability	capabilityOf
model	arcee-ai/virtuoso-large	AIModel	instanceOf	hasInstance
model	arcee-ai/virtuoso-large	TextModel	hasCapability	capabilityOf
model	arcee-ai/coder-large	AIModel	instanceOf	hasInstance
model	arcee-ai/coder-large	TextModel	hasCapability	capabilityOf
model	microsoft/phi-4-reasoning-plus	AIModel	instanceOf	hasInstance
model	microsoft/phi-4-reasoning-plus	TextModel	hasCapability	capabilityOf
model	inception/mercury-coder	AIModel	instanceOf	hasInstance
model	inception/mercury-coder	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-4b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-4b	TextModel	hasCapability	capabilityOf
model	deepseek/deepseek-prover-v2	AIModel	instanceOf	hasInstance
model	deepseek/deepseek-prover-v2	TextModel	hasCapability	capabilityOf
model	meta-llama/llama-guard-4-12b	AIModel	instanceOf	hasInstance
model	meta-llama/llama-guard-4-12b	TextModel	hasCapability	capabilityOf
model	meta-llama/llama-guard-4-12b	VisionModel	hasCapability	capabilityOf
model	qwen/qwen3-30b-a3b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-30b-a3b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-8b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-8b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-14b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-14b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-32b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-32b	TextModel	hasCapability	capabilityOf
model	qwen/qwen3-235b-a22b	AIModel	instanceOf	hasInstance
model	qwen/qwen3-235b-a22b	TextModel	hasCapability	capabilityOf
model	tngtech/deepseek-r1t-chimera	AIModel	instanceOf	hasInstance
model	tngtech/deepseek-r1t-chimera	TextModel	hasCapability	capabilityOf
model	microsoft/mai-ds-r1	AIModel	instanceOf	hasInstance
model	microsoft/mai-ds-r1	TextModel	hasCapability	capabilityOf
model	openai/o4-mini-high	AIModel	instanceOf	hasInstance
model	openai/o4-mini-high	TextModel	hasCapability	capabilityOf
model	openai/o4-mini-high	VisionModel	hasCapability	capabilityOf
model	openai/o3	AIModel	instanceOf	hasInstance
model	openai/o3	TextModel	hasCapability	capabilityOf
model	openai/o3	VisionModel	hasCapability	capabilityOf
model	openai/o4-mini	AIModel	instanceOf	hasInstance
model	openai/o4-mini	TextModel	hasCapability	capabilityOf
model	openai/o4-mini	VisionModel	hasCapability	capabilityOf
model	qwen/qwen2.5-coder-7b-instruct	AIModel	instanceOf	hasInstance
model	qwen/qwen2.5-coder-7b-instruct	TextModel	hasCapability	capabilityOf
model	openai/gpt-4.1	AIModel	instanceOf	hasInstance
model	openai/gpt-4.1	TextModel	hasCapability	capabilityOf
model	openai/gpt-4.1	VisionModel	hasCapability	capabilityOf
model	openai/gpt-4.1-mini	AIModel	instanceOf	hasInstance
model	openai/gpt-4.1-mini	TextModel	hasCapability	capabilityOf
model	openai/gpt-4.1-mini	VisionModel	hasCapability	capabilityOf
model	openai/gpt-4.1-nano	AIModel	instanceOf	hasInstance
model	openai/gpt-4.1-nano	TextModel	hasCapability	capabilityOf
model	openai/gpt-4.1-nano	VisionModel	hasCapability	capabilityOf
model	eleutherai/llemma_7b	AIModel	instanceOf	hasInstance
model	eleutherai/llemma_7b	TextModel	hasCapability	capabilityOf
model	alfredpros/codellama-7b-instruct-solidity	AIModel	instanceOf	hasInstance
